"","question","answer","notion"
"390","PQ5. I would feel very confident using the notation.","Strongly Agree","positive"
"391","PQ5. I would feel very confident using the notation.","Agree","positive"
"392","PQ5. I would feel very confident using the notation.","Agree","positive"
"393","PQ5. I would feel very confident using the notation.","Agree","positive"
"394","PQ5. I would feel very confident using the notation.","Strongly Agree","positive"
"395","PQ5. I would feel very confident using the notation.","Strongly Agree","positive"
"396","PQ5. I would feel very confident using the notation.","Strongly Agree","positive"
"397","PQ5. I would feel very confident using the notation.","Agree","positive"
"398","PQ5. I would feel very confident using the notation.","Disagree","positive"
"399","PQ5. I would feel very confident using the notation.","Disagree","positive"
"400","PQ5. I would feel very confident using the notation.","Strongly Disagree","positive"
"401","PQ5. I would feel very confident using the notation.","Neutral","positive"
"402","PQ5. I would feel very confident using the notation.","Strongly Agree","positive"
"403","PQ5. I would feel very confident using the notation.","Agree","positive"
"404","PQ5. I would feel very confident using the notation.","Neutral","positive"
"405","PQ5. I would feel very confident using the notation.","Agree","positive"
"406","PQ5. I would feel very confident using the notation.","Agree","positive"
"407","PQ5. I would feel very confident using the notation.","Strongly Agree","positive"
"408","PQ5. I would feel very confident using the notation.","Strongly Agree","positive"
"409","PQ5. I would feel very confident using the notation.","Agree","positive"
"410","PQ5. I would feel very confident using the notation.","Agree","positive"
"411","PQ5. I would feel very confident using the notation.","Strongly Agree","positive"
"412","PQ5. I would feel very confident using the notation.","Disagree","positive"
"413","PQ5. I would feel very confident using the notation.","Strongly Agree","positive"
"414","PQ5. I would feel very confident using the notation.","Agree","positive"
"415","PQ5. I would feel very confident using the notation.","Agree","positive"
"416","PQ5. I would feel very confident using the notation.","Agree","positive"
"417","PQ5. I would feel very confident using the notation.","Agree","positive"
"418","PQ5. I would feel very confident using the notation.","Strongly Agree","positive"
"419","PQ5. I would feel very confident using the notation.","Strongly Agree","positive"
"420","PQ5. I would feel very confident using the notation.","Agree","positive"
"421","PQ5. I would feel very confident using the notation.","Agree","positive"
"422","PQ5. I would feel very confident using the notation.","Strongly Agree","positive"
"423","PQ5. I would feel very confident using the notation.","Agree","positive"
"424","PQ5. I would feel very confident using the notation.","Disagree","positive"
"425","PQ5. I would feel very confident using the notation.","Neutral","positive"
"426","PQ5. I would feel very confident using the notation.","Strongly Agree","positive"
"427","PQ5. I would feel very confident using the notation.","Strongly Agree","positive"
"428","PQ5. I would feel very confident using the notation.","Strongly Agree","positive"
"429","PQ5. I would feel very confident using the notation.","Agree","positive"
"430","PQ5. I would feel very confident using the notation.","Strongly Agree","positive"
"431","PQ5. I would feel very confident using the notation.","Strongly Agree","positive"
"432","PQ5. I would feel very confident using the notation.","Strongly Agree","positive"
"433","NQ5. I would need to learn a lot of things before I could get going with this notation.","Strongly Disagree","negative"
"434","NQ5. I would need to learn a lot of things before I could get going with this notation.","Strongly Disagree","negative"
"435","NQ5. I would need to learn a lot of things before I could get going with this notation.","Disagree","negative"
"436","NQ5. I would need to learn a lot of things before I could get going with this notation.","Strongly Disagree","negative"
"437","NQ5. I would need to learn a lot of things before I could get going with this notation.","Disagree","negative"
"438","NQ5. I would need to learn a lot of things before I could get going with this notation.","Neutral","negative"
"439","NQ5. I would need to learn a lot of things before I could get going with this notation.","Disagree","negative"
"440","NQ5. I would need to learn a lot of things before I could get going with this notation.","Neutral","negative"
"441","NQ5. I would need to learn a lot of things before I could get going with this notation.","Strongly Disagree","negative"
"442","NQ5. I would need to learn a lot of things before I could get going with this notation.","Strongly Disagree","negative"
"443","NQ5. I would need to learn a lot of things before I could get going with this notation.","Strongly Disagree","negative"
"444","NQ5. I would need to learn a lot of things before I could get going with this notation.","Strongly Disagree","negative"
"445","NQ5. I would need to learn a lot of things before I could get going with this notation.","Strongly Disagree","negative"
"446","NQ5. I would need to learn a lot of things before I could get going with this notation.","Agree","negative"
"447","NQ5. I would need to learn a lot of things before I could get going with this notation.","Neutral","negative"
"448","NQ5. I would need to learn a lot of things before I could get going with this notation.","Strongly Agree","negative"
"449","NQ5. I would need to learn a lot of things before I could get going with this notation.","Strongly Disagree","negative"
"450","NQ5. I would need to learn a lot of things before I could get going with this notation.","Strongly Disagree","negative"
"451","NQ5. I would need to learn a lot of things before I could get going with this notation.","Strongly Disagree","negative"
"452","NQ5. I would need to learn a lot of things before I could get going with this notation.","Disagree","negative"
"453","NQ5. I would need to learn a lot of things before I could get going with this notation.","Strongly Disagree","negative"
"454","NQ5. I would need to learn a lot of things before I could get going with this notation.","Strongly Disagree","negative"
"455","NQ5. I would need to learn a lot of things before I could get going with this notation.","Strongly Disagree","negative"
"456","NQ5. I would need to learn a lot of things before I could get going with this notation.","Strongly Disagree","negative"
"457","NQ5. I would need to learn a lot of things before I could get going with this notation.","Disagree","negative"
"458","NQ5. I would need to learn a lot of things before I could get going with this notation.","Disagree","negative"
"459","NQ5. I would need to learn a lot of things before I could get going with this notation.","Strongly Disagree","negative"
"460","NQ5. I would need to learn a lot of things before I could get going with this notation.","Strongly Disagree","negative"
"461","NQ5. I would need to learn a lot of things before I could get going with this notation.","Strongly Disagree","negative"
"462","NQ5. I would need to learn a lot of things before I could get going with this notation.","Strongly Disagree","negative"
"463","NQ5. I would need to learn a lot of things before I could get going with this notation.","Agree","negative"
"464","NQ5. I would need to learn a lot of things before I could get going with this notation.","Disagree","negative"
"465","NQ5. I would need to learn a lot of things before I could get going with this notation.","Strongly Disagree","negative"
"466","NQ5. I would need to learn a lot of things before I could get going with this notation.","Neutral","negative"
"467","NQ5. I would need to learn a lot of things before I could get going with this notation.","Strongly Disagree","negative"
"468","NQ5. I would need to learn a lot of things before I could get going with this notation.","Disagree","negative"
"469","NQ5. I would need to learn a lot of things before I could get going with this notation.","Strongly Disagree","negative"
"470","NQ5. I would need to learn a lot of things before I could get going with this notation.","Strongly Disagree","negative"
"471","NQ5. I would need to learn a lot of things before I could get going with this notation.","Disagree","negative"
"472","NQ5. I would need to learn a lot of things before I could get going with this notation.","Agree","negative"
"473","NQ5. I would need to learn a lot of things before I could get going with this notation.","Neutral","negative"
"474","NQ5. I would need to learn a lot of things before I could get going with this notation.","Strongly Disagree","negative"
"475","NQ5. I would need to learn a lot of things before I could get going with this notation.","Strongly Disagree","negative"
"476","NQ5. I would need to learn a lot of things before I could get going with this notation.","Strongly Disagree","negative"
"477","NQ5. I would need to learn a lot of things before I could get going with this notation.","Disagree","negative"
"478","NQ5. I would need to learn a lot of things before I could get going with this notation.","Disagree","negative"
"479","NQ5. I would need to learn a lot of things before I could get going with this notation.","Strongly Disagree","negative"
"480","NQ5. I would need to learn a lot of things before I could get going with this notation.","Strongly Disagree","negative"
